cpu_usage,memory_usage,disk_io,network_io,node_status,pod_restart_count,pod_state,failure_type
54.96714153011233,57.92603548243223,182.38442690503462,291.3817913844815,0,0,Running,0
52.79041292200138,75.1577292720979,120.95609329882426,168.48981156931114,0,0,Running,0
52.41962271566034,31.300796330133032,63.75410837434836,166.26274824554164,0,1,Running,0
40.91975924478789,38.81544447997062,223.28243844607772,186.45342197080785,0,0,Running,0
75.59488031037793,65.91349532819402,156.110958261134,169.0738602744528,0,0,Running,0
43.99361310081195,55.62459375310085,119.91466938853016,311.13669107053624,0,0,Running,0
44.66351196157513,59.91708206519811,138.52747730840218,223.3609347953674,0,1,Running,0
77.7831304155244,77.90459586423476,160.9319158026931,252.90566233691663,0,1,Running,0
39.90914657134893,36.25058679694669,188.6850208416841,167.7115003002224,0,0,Running,0
53.43618289568462,33.554397669558995,166.20419846973977,176.895063175021,0,0,Running,0
55.821227947130396,73.31622689390036,194.71661650543808,245.29986783468416,0,0,Running,0
41.607824767773614,55.36181436223178,166.5631715701782,258.53270762734155,0,0,Running,0
48.22267878729345,53.84425036970549,208.98581723503503,146.1075236326593,0,2,Running,0
53.61636025047634,50.323203680923136,168.0697802754207,292.2821939879582,0,2,Running,0
46.01361609984799,59.08703868787881,79.06247707042986,262.5494970403653,0,2,Running,0
64.77894044741517,52.22594672589529,109.57531985534061,169.8945773849278,0,4,Running,0
63.718621335497765,62.63329940932249,134.5355726777711,240.38753016643852,0,0,Running,0
46.078918468678424,38.04727577801822,164.8060138532288,215.66331633079335,0,0,Running,0
23.4482395243653,65.1827691583315,130.22417742098534,182.65178861180348,0,0,Running,0
48.387142883339905,66.06076285221808,244.3092950605265,210.47466876991035,0,0,Running,0
49.8144919548836,34.89743067014665,96.37340827821711,140.44482923580858,0,0,Running,0
50.60230209941027,96.94863168727929,140.38195176094388,218.09284054001674,0,0,Running,0
53.39820964186644,59.8892977508314,188.36484193532021,131.0124453503385,0,1,Running,0
41.98172156650306,80.76023578399017,220.2602652939094,283.5395452095142,0,1,Running,0
45.06567517796673,73.8474391251293,235.33024768392312,252.41536493812276,0,0,Running,0
34.493365689338674,61.02844462209041,96.88481431369476,228.4155458381109,0,1,Running,0
42.16746707663763,55.16907725691487,190.67586086848348,126.14814101396269,0,2,Running,0
46.75509042171107,56.91199924356742,77.9979276158101,271.4436353668184,0,0,Running,0
55.21941565616898,64.45477009849779,162.52464251729384,220.78689256981855,0,1,Running,0
52.93072473298681,49.28472872960448,243.28872555723783,228.42997525470724,0,1,Running,0
40.253183297726785,71.80626905613678,207.9297789503702,150.75906089889736,0,2,Running,0
41.323589100206256,62.187927786424645,81.50644716418518,153.69315503040448,0,0,Running,0
49.228982905858956,65.11727962224965,163.83453996650096,249.63099494216144,0,2,Running,0
35.93594732818451,59.48205515857787,101.84921869669367,258.6308000487844,0,0,Running,0
39.29107501938888,67.23708622864778,138.82686073370746,242.84002964552553,0,0,Running,0
48.758676111183405,71.10511226921608,127.37688838276654,246.62298769421648,0,1,Running,0
40.73953380788522,52.30552023546567,185.50546201819768,205.54873229306583,0,2,Running,0
50.58208718446,42.85544553254066,167.88936801741417,233.64707158209407,0,2,Running,0
59.05121959956559,50.94143441273207,165.22245599354264,215.43244945880642,0,2,Running,0
55.70890510693167,77.03348460270898,197.70008817466012,239.08347507834787,0,1,Running,0
42.27174785462428,56.44772089889987,125.73182260854483,204.91244836317935,0,1,Running,0
56.86260190374514,35.80926193215522,126.40340671052833,265.33703581804195,0,0,Running,0
65.60380141132879,61.928265001066215,177.47881725313337,123.74769158743761,0,0,Running,0
50.45571839903814,50.22599478591275,257.19720446626627,238.03514133908067,0,2,Running,0
60.48019743994952,50.5714537878644,127.77506278904087,99.8520584545681,0,0,Running,0
55.049872789804574,72.98632791255181,89.9851796472112,179.9299258495431,0,0,Running,0
53.177670324371185,35.81659039238215,197.26908450437836,275.98441132237247,0,0,Running,0
71.22156197012633,75.4869789082672,74.03150170229932,170.94595562802493,0,0,Running,0
47.62608038793331,88.08008520708457,149.0278929550226,144.04450060633513,0,1,Running,0
30.050384284423508,40.4971073760984,227.1533825929542,279.3958284290742,0,0,Running,0
64.41273289066116,38.46206773230841,208.15818760774798,200.6139836611752,0,1,Running,0
51.9905969557347,50.99674684261808,153.49010424950094,176.88118418829438,0,2,Running,0
43.848663222286696,91.66976462424378,184.34242563829855,204.25834493838477,0,2,Running,0
52.809918677350325,50.659507202691096,139.59388748213624,170.41994392047002,0,1,Running,0
44.106352430557884,72.74403145531537,167.85077429825236,158.42542428436076,0,3,Running,0
41.710049890779274,51.597284397045456,187.3646802561631,236.6222159260079,0,2,Running,0
43.30797271818787,77.42905976620162,227.64298879196627,173.62892747154336,0,1,Running,0
50.12146509073225,73.96401125961118,123.84059532064451,256.9485792668599,0,1,Running,0
47.28959537711457,50.80357975637433,245.61588199199855,263.9136249528151,0,1,Running,0
62.049229217785744,42.05009296179717,188.53391647615555,240.0233662081875,0,1,Running,0
43.00853421908083,59.867744306312886,45.49911256848603,306.2258909940031,0,1,Running,0
56.13841341475425,80.36821182149983,128.33482965487198,212.22936365164801,0,2,Running,0
35.51915658502676,38.888043384351676,114.0777889373782,187.19317089728918,0,2,Running,0
46.97675757923692,59.93155756514555,115.8828699439923,197.10827086785122,0,0,Running,0
53.227185603380896,47.59153584671515,175.96732571205862,291.9643347801547,0,1,Running,0
56.90143991711113,53.98169292171246,161.20462409052084,200.7555440469077,0,0,Running,0
54.73627387727564,60.81525866907857,263.78806487836016,224.3736011029957,0,1,Running,0
62.00411548413398,87.24131685365722,144.4534032185245,258.5785475888662,0,1,Running,0
48.42276041745897,39.67413066723101,201.63002020089883,91.39212050023903,0,0,Running,0
53.41755975777159,88.14256258823829,197.5211919093025,165.38578066025582,0,1,Running,0
36.797667929793576,87.47188148781531,208.97200603606436,171.8494608737177,0,1,Running,0
32.868654709091224,80.3080856124812,144.2730077373691,274.2689787184077,0,1,Running,0
50.05243699718183,60.70470890647113,127.49672642603781,237.37099594084992,0,1,Running,0
51.20295631711899,67.71658251088124,185.5807439044445,132.52147448972784,0,1,Running,0
53.323140119795916,48.7727019516517,227.55759877612616,206.9404780575715,0,2,Running,0
60.26579846552078,62.49132198762227,98.98083763689226,183.85433372426297,0,0,Running,0
56.45375949585147,80.52947336298523,101.75382697099478,241.16308759990636,0,0,Running,0
32.691268962344324,81.66508187972717,194.30317801230765,191.77533073748882,0,0,Running,0
65.02357052096028,61.111421706296625,231.4307772785646,117.19391250710652,0,2,Running,0
49.852817413650634,71.9460814454449,135.93074467244568,100.11840822829953,0,2,Running,0
36.95530499495147,70.04508823245058,168.32991230484242,143.60721282035868,0,0,Running,0
57.47368031611801,55.639615379534355,252.75463043107362,180.83839954798052,0,0,Running,0
44.69742381627559,48.10690751606484,144.64848200227212,137.88546065483757,0,0,Running,0
50.57474003024297,25.757962649388034,144.9025243760072,202.52804490451575,0,2,Running,0
48.8767195030917,56.685456007001655,180.70833500217125,245.45046260283831,0,0,Running,0
44.52720163662479,41.57918971314564,268.7070871700298,181.3565441229684,0,1,Running,0
58.51402092378829,45.18096231305188,151.4310279783913,258.1173893782653,0,1,Running,0
65.23787410193809,23.14879414704781,109.47470765103907,145.72748697277572,0,1,Running,0
39.387373670534096,50.18439980830476,111.33875147735884,178.95264528962787,0,2,Running,0
49.92027358683383,82.19916208335039,153.8684153823809,148.3229479203042,0,2,Running,0
46.11930810202586,49.973970475450976,219.7865967964282,121.4210425992861,0,1,Running,0
50.276909316162126,61.910482178057336,131.92885802865112,185.6903979569565,0,0,Running,0
43.49357430878173,52.69311924352956,120.38030378805654,148.16055381921103,0,0,Running,0
24.972404783377847,70.26963302332753,169.51266344915712,194.90547005025007,0,2,Running,0
55.009171876243805,45.33667132802174,154.9666152714613,245.08322740230733,0,1,Running,0
43.37376241054153,68.5589800288974,111.83704217287416,91.70707396012885,0,1,Running,0
52.59722501721482,46.43525062343387,181.9296229388687,100.3087962638624,0,0,Running,0
77.8377742348905,35.83491585067168,142.57242974964754,175.5523917418841,0,0,Running,0
60.0629280921444,51.34662195715277,191.7846056032571,132.21758872054292,0,2,Running,0
32.297568116581076,44.51056396448558,158.4864642195187,205.36363514873898,0,0,Running,0
50.865897874729,57.664841469118805,208.38910308299037,215.26525059807278,0,0,Running,0
44.05483947275751,68.82492777690963,134.07607446748304,180.85657873601943,0,2,Running,0
